Object,Filter,MJD,Flux,Error,Tel,Obs
NGC_6814,i,60114.993604,21.673, 0.055,1m001,tfn
NGC_6814,i,60114.994265,21.561, 0.054,1m001,tfn
NGC_6814,i,60115.823020,21.367, 0.055,1m011,coj
NGC_6814,i,60115.823670,21.453, 0.055,1m011,coj
NGC_6814,i,60117.013755,22.539, 0.047,1m012,cpt
NGC_6814,i,60117.014404,22.145, 0.047,1m012,cpt
NGC_6814,i,60117.892753,22.479, 0.047,1m012,cpt
NGC_6814,i,60117.893402,22.431, 0.047,1m012,cpt
NGC_6814,i,60118.912654,22.505, 0.049,1m012,cpt
NGC_6814,i,60118.913303,22.446, 0.049,1m012,cpt
NGC_6814,i,60119.884030,22.461, 0.048,1m013,cpt
NGC_6814,i,60119.884679,22.332, 0.048,1m013,cpt
NGC_6814,i,60121.031769,22.399, 0.050,1m014,tfn
NGC_6814,i,60121.032685,22.308, 0.050,1m014,tfn
NGC_6814,z,59818.930257,22.735, 0.078,1m014,tfn
NGC_6814,z,59818.930906,22.664, 0.078,1m014,tfn
NGC_6814,z,59819.035741,23.228, 0.111,1m001,tfn
NGC_6814,z,59819.036390,23.102, 0.106,1m001,tfn
NGC_6814,z,59819.916046,22.632, 0.127,1m012,cpt
NGC_6814,z,59819.916696,22.737, 0.128,1m012,cpt
NGC_6814,z,59819.975950,31.823, 0.164,1m010,cpt
NGC_6814,z,59819.976658,34.662, 0.184,1m010,cpt
NGC_6814,z,59820.920891,22.621, 0.081,1m001,tfn
NGC_6814,z,59820.921551,22.780, 0.081,1m001,tfn
NGC_6814,z,59821.201672,29.601, 0.098,1m009,lsc
NGC_6814,z,59821.202321,31.238, 0.103,1m009,lsc
NGC_6814,z,59821.970318,25.913, 0.150,1m013,cpt
NGC_6814,z,59821.970969,26.723, 0.156,1m013,cpt
NGC_6814,z,59822.601781,22.677, 0.075,1m003,coj
NGC_6814,z,59822.602430,22.660, 0.075,1m003,coj
NGC_6814,z,59823.011229,22.389, 0.072,1m005,lsc
NGC_6814,z,59823.011878,22.349, 0.071,1m005,lsc
NGC_6814,z,59823.965615,22.160, 0.114,1m010,cpt
NGC_6814,z,59823.966264,22.045, 0.114,1m010,cpt
NGC_6814,z,59825.150043,20.916, 0.068,1m004,lsc
NGC_6814,z,59825.150693,20.844, 0.068,1m004,lsc
NGC_6814,z,59825.879192,22.990, 0.125,1m012,cpt
NGC_6814,z,59825.879842,22.865, 0.124,1m012,cpt
NGC_6814,z,59826.161795,21.492, 0.069,1m004,lsc
NGC_6814,z,59826.162444,21.392, 0.069,1m004,lsc
NGC_6814,z,59826.949039,24.418, 0.124,1m001,tfn
NGC_6814,z,59826.949688,27.498, 0.142,1m001,tfn
NGC_6814,z,59826.966195,32.785, 0.461,1m001,tfn
NGC_6814,z,59827.478347,22.292, 0.368,1m011,coj
NGC_6814,z,59827.478996,22.140, 0.278,1m011,coj
NGC_6814,z,59827.766754,22.434, 0.196,1m012,cpt
NGC_6814,z,59827.767404,22.081, 0.194,1m012,cpt
NGC_6814,z,59828.025365,22.505, 0.131,1m001,tfn
NGC_6814,z,59828.026014,22.889, 0.132,1m001,tfn
NGC_6814,z,59829.731541,22.611, 0.149,1m013,cpt
NGC_6814,z,59829.732190,22.497, 0.149,1m013,cpt
NGC_6814,z,59829.851431,23.797, 0.161,1m013,cpt
NGC_6814,z,59829.852081,23.222, 0.160,1m013,cpt
NGC_6814,z,59830.138504,25.795, 0.560,1m008,elp
NGC_6814,z,59830.139200,24.873, 0.512,1m008,elp
NGC_6814,z,59830.731832,22.675, 0.133,1m013,cpt
NGC_6814,z,59830.732482,22.528, 0.132,1m013,cpt
NGC_6814,z,59830.827707,23.079, 0.121,1m010,cpt
NGC_6814,z,59830.828715,22.878, 0.120,1m010,cpt
NGC_6814,z,59830.932678,23.013, 0.203,1m012,cpt
NGC_6814,z,59830.933686,22.612, 0.203,1m012,cpt
NGC_6814,z,59831.112621,23.016, 0.082,1m005,lsc
NGC_6814,z,59831.113641,22.889, 0.081,1m005,lsc
NGC_6814,z,59831.788824,22.913, 0.074,1m013,cpt
NGC_6814,z,59831.789832,23.154, 0.074,1m013,cpt
NGC_6814,z,59831.831012,23.242, 0.099,1m012,cpt
NGC_6814,z,59831.832032,23.291, 0.100,1m012,cpt
NGC_6814,z,59832.026995,23.115, 0.121,1m001,tfn
NGC_6814,z,59832.028004,23.171, 0.127,1m001,tfn
NGC_6814,z,59832.234619,22.210, 0.095,1m009,lsc
NGC_6814,z,59832.235606,22.470, 0.095,1m009,lsc
NGC_6814,z,59832.872057,22.792, 0.092,1m010,cpt
NGC_6814,z,59832.873054,22.661, 0.091,1m010,cpt
NGC_6814,z,59832.892385,22.796, 0.093,1m010,cpt
NGC_6814,z,59832.893382,22.943, 0.093,1m010,cpt
NGC_6814,z,59833.128091,23.229, 0.057,1m005,lsc
NGC_6814,z,59833.129101,23.402, 0.058,1m005,lsc
NGC_6814,z,59833.264199,23.957, 0.068,1m008,elp
NGC_6814,z,59833.265196,23.881, 0.068,1m008,elp
NGC_6814,z,59833.584437,23.233, 0.060,1m011,coj
NGC_6814,z,59833.585447,23.283, 0.060,1m011,coj
NGC_6814,z,59833.955445,23.535, 0.073,1m001,tfn
NGC_6814,z,59833.956453,23.476, 0.073,1m001,tfn
NGC_6814,z,59834.121220,21.516, 0.050,1m004,lsc
NGC_6814,z,59834.122206,21.532, 0.050,1m004,lsc
NGC_6814,z,59834.180541,22.908, 0.054,1m005,lsc
NGC_6814,z,59834.181538,23.129, 0.054,1m005,lsc
NGC_6814,z,59834.499779,22.601, 0.055,1m003,coj
NGC_6814,z,59834.500788,22.905, 0.055,1m003,coj
NGC_6814,z,59834.610608,23.303, 0.061,1m003,coj
NGC_6814,z,59834.611605,23.360, 0.062,1m003,coj
NGC_6814,z,59834.872619,22.512, 0.056,1m014,tfn
NGC_6814,z,59834.873630,22.512, 0.056,1m014,tfn
NGC_6814,z,59835.016729,23.645, 0.075,1m001,tfn
NGC_6814,z,59835.017740,23.930, 0.078,1m001,tfn
NGC_6814,z,59835.089662,30.402, 0.067,1m009,lsc
NGC_6814,z,59835.090660,31.672, 0.069,1m009,lsc
NGC_6814,z,59835.412403,22.838, 0.120,1m003,coj
NGC_6814,z,59835.413416,23.060, 0.101,1m003,coj
NGC_6814,z,59835.562293,22.652, 0.054,1m003,coj
NGC_6814,z,59835.563302,22.630, 0.054,1m003,coj
NGC_6814,z,59835.606810,23.121, 0.058,1m003,coj
NGC_6814,z,59835.607807,23.194, 0.059,1m003,coj
NGC_6814,z,59835.922284,22.981, 0.090,1m012,cpt
NGC_6814,z,59835.923281,22.956, 0.090,1m012,cpt
NGC_6814,z,59836.119873,21.314, 0.050,1m004,lsc
NGC_6814,z,59836.120881,21.325, 0.049,1m004,lsc
NGC_6814,z,59836.142403,23.055, 0.051,1m005,lsc
NGC_6814,z,59836.143400,22.656, 0.051,1m005,lsc
NGC_6814,z,59836.802054,22.607, 0.061,1m013,cpt
NGC_6814,z,59836.803051,22.451, 0.061,1m013,cpt
NGC_6814,z,59836.921009,22.848, 0.086,1m012,cpt
NGC_6814,z,59836.922019,23.000, 0.086,1m012,cpt
NGC_6814,z,59837.161915,28.904, 0.068,1m009,lsc
NGC_6814,z,59837.162913,28.947, 0.066,1m009,lsc
NGC_6814,z,59837.749412,22.678, 0.065,1m013,cpt
NGC_6814,z,59837.750421,22.815, 0.066,1m013,cpt
NGC_6814,z,59837.889765,22.761, 0.067,1m013,cpt
NGC_6814,z,59837.890773,22.850, 0.067,1m013,cpt
NGC_6814,z,59838.087608,42.746, 0.115,1m009,lsc
NGC_6814,z,59838.088605,40.408, 0.106,1m009,lsc
NGC_6814,z,59838.168972,22.050, 0.355,1m005,lsc
NGC_6814,z,59838.428338,23.475, 0.111,1m003,coj
NGC_6814,z,59838.429347,23.537, 0.113,1m003,coj
NGC_6814,z,59838.961693,22.791, 0.056,1m014,tfn
NGC_6814,z,59838.962701,22.641, 0.055,1m014,tfn
NGC_6814,z,59839.222351,23.154, 0.049,1m006,elp
NGC_6814,z,59839.223348,22.983, 0.049,1m006,elp
NGC_6814,z,59840.088783,22.237, 0.049,1m008,elp
NGC_6814,z,59840.089769,22.251, 0.049,1m008,elp
NGC_6814,z,59840.445797,23.061, 0.052,1m003,coj
NGC_6814,z,59840.446805,23.090, 0.052,1m003,coj
NGC_6814,z,59840.595266,22.725, 0.056,1m003,coj
NGC_6814,z,59840.596274,22.817, 0.057,1m003,coj
NGC_6814,z,59840.999285,21.230, 0.050,1m004,lsc
NGC_6814,z,59841.000294,21.081, 0.049,1m004,lsc
NGC_6814,z,59841.121701,21.659, 0.049,1m004,lsc
NGC_6814,z,59841.122710,21.637, 0.049,1m004,lsc
NGC_6814,z,59841.406338,23.110, 0.051,1m003,coj
NGC_6814,z,59841.407347,22.912, 0.051,1m003,coj
NGC_6814,z,59841.559195,23.310, 0.052,1m003,coj
NGC_6814,z,59841.560203,23.440, 0.052,1m003,coj
NGC_6814,z,59841.871130,23.014, 0.072,1m010,cpt
NGC_6814,z,59841.872116,23.076, 0.072,1m010,cpt
NGC_6814,z,59842.071744,22.921, 0.051,1m009,lsc
NGC_6814,z,59842.072663,22.687, 0.058,1m009,lsc
NGC_6814,z,59842.170572,21.485, 0.052,1m004,lsc
NGC_6814,z,59842.171580,21.489, 0.052,1m004,lsc
NGC_6814,z,59842.778751,23.079, 0.064,1m013,cpt
NGC_6814,z,59842.779737,22.813, 0.064,1m013,cpt
NGC_6814,z,59842.875101,23.230, 0.069,1m010,cpt
NGC_6814,z,59842.876095,23.265, 0.069,1m010,cpt
NGC_6814,z,59843.136188,21.763, 0.048,1m004,lsc
NGC_6814,z,59843.137197,21.709, 0.048,1m004,lsc
NGC_6814,z,59843.230511,22.373, 0.050,1m008,elp
NGC_6814,z,59843.231519,22.642, 0.051,1m008,elp
NGC_6814,z,59843.878528,23.133, 0.054,1m001,tfn
NGC_6814,z,59843.879537,23.155, 0.054,1m001,tfn
NGC_6814,z,59843.989904,23.192, 0.056,1m014,tfn
NGC_6814,z,59843.990913,23.457, 0.057,1m014,tfn
NGC_6814,z,59844.097626,33.996, 0.098,1m004,lsc
NGC_6814,z,59844.098622,34.791, 0.103,1m004,lsc
NGC_6814,z,59844.898587,23.100, 0.057,1m001,tfn
NGC_6814,z,59844.899597,23.172, 0.058,1m001,tfn
NGC_6814,z,59845.046445,37.014, 0.081,1m009,lsc
NGC_6814,z,59845.047432,37.148, 0.081,1m009,lsc
NGC_6814,z,59845.189889,23.084, 0.049,1m008,elp
NGC_6814,z,59845.190874,23.051, 0.049,1m008,elp
NGC_6814,z,59845.871828,22.812, 0.068,1m010,cpt
NGC_6814,z,59845.872824,22.746, 0.069,1m010,cpt
NGC_6814,z,59845.937775,23.336, 0.097,1m012,cpt
NGC_6814,z,59845.938783,24.008, 0.105,1m012,cpt
NGC_6814,z,59846.125678,22.742, 0.050,1m005,lsc
NGC_6814,z,59846.126675,22.537, 0.050,1m005,lsc
NGC_6814,z,59846.545938,22.233, 0.056,1m011,coj
NGC_6814,z,59846.546946,22.522, 0.056,1m011,coj
NGC_6814,z,59846.904607,23.738, 0.439,1m012,cpt
NGC_6814,z,59846.905615,23.919, 0.538,1m012,cpt
NGC_6814,z,59847.030390,22.285, 0.060,1m004,lsc
NGC_6814,z,59847.031388,22.422, 0.060,1m004,lsc
NGC_6814,z,59847.183190,22.185, 0.055,1m005,lsc
NGC_6814,z,59847.184187,22.371, 0.055,1m005,lsc
NGC_6814,z,59847.423766,22.387, 0.050,1m003,coj
NGC_6814,z,59847.424764,22.305, 0.051,1m003,coj
NGC_6814,z,59847.579888,22.425, 0.057,1m003,coj
NGC_6814,z,59847.580886,22.669, 0.058,1m003,coj
NGC_6814,z,59848.042965,22.284, 0.050,1m009,lsc
NGC_6814,z,59848.043962,22.172, 0.050,1m009,lsc
NGC_6814,z,59848.147504,22.087, 0.050,1m009,lsc
NGC_6814,z,59848.148501,21.694, 0.050,1m009,lsc
NGC_6814,z,59848.840358,22.516, 0.064,1m013,cpt
NGC_6814,z,59848.841356,22.550, 0.065,1m013,cpt
NGC_6814,z,59849.114825,34.647, 0.077,1m009,lsc
NGC_6814,z,59849.115823,34.436, 0.077,1m009,lsc
NGC_6814,z,59849.237310,22.309, 0.053,1m006,elp
NGC_6814,z,59849.238308,22.415, 0.054,1m006,elp
NGC_6814,z,59850.021931,20.848, 0.048,1m004,lsc
NGC_6814,z,59850.022928,20.933, 0.048,1m004,lsc
NGC_6814,z,59850.177018,22.714, 0.063,1m009,lsc
NGC_6814,z,59850.178026,22.845, 0.088,1m009,lsc
NGC_6814,z,59850.225760,22.868, 0.050,1m006,elp
NGC_6814,z,59850.226757,22.673, 0.050,1m006,elp
NGC_6814,z,59850.744219,22.750, 0.064,1m013,cpt
NGC_6814,z,59850.745216,22.716, 0.064,1m013,cpt
NGC_6814,z,59850.843666,23.867, 0.250,1m012,cpt
NGC_6814,z,59850.844697,23.333, 0.122,1m012,cpt
NGC_6814,z,59851.090858,22.736, 0.050,1m005,lsc
NGC_6814,z,59851.091855,22.916, 0.051,1m005,lsc
NGC_6814,z,59851.178160,22.457, 0.053,1m005,lsc
NGC_6814,z,59851.179169,22.446, 0.053,1m005,lsc
NGC_6814,z,59851.834771,22.480, 0.066,1m001,tfn
NGC_6814,z,59851.835768,22.521, 0.066,1m001,tfn
NGC_6814,z,59851.966742,23.265, 0.216,1m001,tfn
NGC_6814,z,59851.967749,23.069, 0.207,1m001,tfn
NGC_6814,z,59852.062568,22.584, 0.050,1m005,lsc
NGC_6814,z,59852.063579,22.353, 0.050,1m005,lsc
NGC_6814,z,59852.392540,22.230, 0.052,1m011,coj
NGC_6814,z,59852.393537,22.308, 0.052,1m011,coj
NGC_6814,z,59852.742060,22.705, 0.083,1m012,cpt
NGC_6814,z,59852.743068,22.657, 0.083,1m012,cpt
NGC_6814,z,59852.763936,22.901, 0.084,1m012,cpt
NGC_6814,z,59852.764933,22.629, 0.083,1m012,cpt
NGC_6814,z,59853.052546,22.720, 0.051,1m005,lsc
NGC_6814,z,59853.053555,22.815, 0.051,1m005,lsc
NGC_6814,z,59853.222335,22.902, 0.053,1m006,elp
NGC_6814,z,59853.223332,22.378, 0.052,1m006,elp
NGC_6814,z,59853.396011,22.626, 0.054,1m003,coj
NGC_6814,z,59853.397021,22.343, 0.054,1m003,coj
NGC_6814,z,59853.489383,22.227, 0.054,1m003,coj
NGC_6814,z,59853.490381,22.081, 0.054,1m003,coj
NGC_6814,z,59853.760314,22.671, 0.087,1m012,cpt
NGC_6814,z,59853.761311,22.575, 0.087,1m012,cpt
NGC_6814,z,59853.854277,22.305, 0.067,1m013,cpt
NGC_6814,z,59853.855308,22.332, 0.067,1m013,cpt
NGC_6814,z,59854.017301,22.299, 0.049,1m005,lsc
NGC_6814,z,59854.018298,22.122, 0.049,1m005,lsc
NGC_6814,z,59854.220660,22.125, 0.050,1m008,elp
NGC_6814,z,59854.221645,22.240, 0.051,1m008,elp
NGC_6814,z,59854.390121,21.749, 0.054,1m011,coj
NGC_6814,z,59854.391119,21.837, 0.054,1m011,coj
NGC_6814,z,59854.559013,22.102, 0.059,1m011,coj
NGC_6814,z,59854.560011,22.277, 0.059,1m011,coj
NGC_6814,z,59854.760974,22.053, 0.071,1m010,cpt
NGC_6814,z,59854.761971,22.236, 0.071,1m010,cpt
NGC_6814,z,59855.054241,34.511, 0.087,1m009,lsc
NGC_6814,z,59855.055250,34.405, 0.086,1m009,lsc
NGC_6814,z,59855.100631,20.088, 0.051,1m004,lsc
NGC_6814,z,59855.101628,20.388, 0.052,1m004,lsc
NGC_6814,z,59857.073669,20.459, 0.066,1m004,lsc
NGC_6814,z,59857.074678,20.421, 0.066,1m004,lsc
NGC_6814,z,59857.747695,22.073, 0.168,1m013,cpt
NGC_6814,z,59857.748704,22.062, 0.210,1m013,cpt
NGC_6814,z,59857.851956,24.586, 0.155,1m010,cpt
NGC_6814,z,59857.852953,36.914, 0.242,1m010,cpt
NGC_6814,z,59858.081070,28.773, 0.099,1m009,lsc
NGC_6814,z,59858.082067,29.845, 0.102,1m009,lsc
NGC_6814,z,59858.136775,22.019, 0.073,1m005,lsc
NGC_6814,z,59858.137784,22.021, 0.073,1m005,lsc
NGC_6814,z,59858.823247,22.376, 0.384,1m013,cpt
NGC_6814,z,59858.972697,21.888, 0.459,1m001,tfn
NGC_6814,z,59858.973706,21.214, 0.426,1m001,tfn
NGC_6814,z,59859.105322,21.084, 0.072,1m004,lsc
NGC_6814,z,59859.106323,20.861, 0.073,1m004,lsc
NGC_6814,z,59859.745567,22.394, 0.071,1m013,cpt
NGC_6814,z,59859.746553,22.320, 0.071,1m013,cpt
NGC_6814,z,59859.820566,22.388, 0.086,1m013,cpt
NGC_6814,z,59859.821574,22.395, 0.083,1m013,cpt
NGC_6814,z,59859.933994,22.517, 0.093,1m001,tfn
NGC_6814,z,59859.935002,22.519, 0.095,1m001,tfn
NGC_6814,z,59860.820160,38.209, 0.165,1m010,cpt
NGC_6814,z,59860.952257,22.380, 0.118,1m014,tfn
NGC_6814,z,59861.103969,22.084, 0.059,1m005,lsc
NGC_6814,z,59861.104978,22.210, 0.059,1m005,lsc
NGC_6814,z,59861.476024,22.212, 0.061,1m011,coj
NGC_6814,z,59861.477021,22.413, 0.062,1m011,coj
NGC_6814,z,59861.881899,22.633, 0.140,1m013,cpt
NGC_6814,z,59861.882907,22.503, 0.138,1m013,cpt
NGC_6814,z,59862.063712,21.790, 0.054,1m005,lsc
NGC_6814,z,59862.064721,22.283, 0.054,1m005,lsc
NGC_6814,z,59862.148460,22.122, 0.065,1m005,lsc
NGC_6814,z,59862.149469,22.251, 0.065,1m005,lsc
NGC_6814,z,59862.448520,21.865, 0.054,1m003,coj
NGC_6814,z,59862.449517,21.856, 0.055,1m003,coj
NGC_6814,z,59862.475953,21.779, 0.056,1m011,coj
NGC_6814,z,59862.476951,21.663, 0.056,1m011,coj
NGC_6814,z,59862.826264,22.217, 0.060,1m001,tfn
NGC_6814,z,59862.827272,22.326, 0.060,1m001,tfn
NGC_6814,z,59862.959201,22.122, 0.063,1m014,tfn
NGC_6814,z,59862.960210,22.168, 0.063,1m014,tfn
NGC_6814,z,59863.120090,20.592, 0.054,1m004,lsc
NGC_6814,z,59863.121098,20.627, 0.054,1m004,lsc
NGC_6814,z,59863.497787,22.043, 0.059,1m003,coj
NGC_6814,z,59863.498795,22.403, 0.060,1m003,coj
NGC_6814,z,59864.055139,21.525, 0.052,1m005,lsc
NGC_6814,z,59864.056148,21.660, 0.052,1m005,lsc
NGC_6814,z,59864.195750,21.565, 0.051,1m006,elp
NGC_6814,z,59864.196758,21.549, 0.052,1m006,elp
NGC_6814,z,59864.536122,22.132, 0.063,1m011,coj
NGC_6814,z,59864.537143,22.113, 0.061,1m011,coj
NGC_6814,z,59865.000863,21.662, 0.053,1m005,lsc
NGC_6814,z,59865.001860,21.595, 0.052,1m005,lsc
NGC_6814,z,59865.748982,22.224, 0.068,1m013,cpt
NGC_6814,z,59865.749968,22.125, 0.068,1m013,cpt
NGC_6814,z,59865.826631,21.962, 0.071,1m010,cpt
NGC_6814,z,59865.827616,22.190, 0.072,1m010,cpt
NGC_6814,z,59866.075133,20.052, 0.050,1m004,lsc
NGC_6814,z,59866.076131,20.275, 0.051,1m004,lsc
NGC_6814,z,59866.145989,21.893, 0.056,1m006,elp
NGC_6814,z,59866.146998,21.593, 0.054,1m006,elp
NGC_6814,z,59866.456885,22.063, 0.051,1m003,coj
NGC_6814,z,59866.457895,21.829, 0.052,1m003,coj
NGC_6814,z,59866.476133,21.784, 0.051,1m011,coj
NGC_6814,z,59866.477141,21.990, 0.051,1m011,coj
NGC_6814,z,59866.829250,22.374, 0.085,1m013,cpt
NGC_6814,z,59866.830247,22.474, 0.082,1m013,cpt
NGC_6814,z,59866.855060,23.365, 0.097,1m013,cpt
NGC_6814,z,59866.856057,22.751, 0.086,1m013,cpt
NGC_6814,z,59867.124674,20.469, 0.051,1m004,lsc
NGC_6814,z,59867.125683,20.688, 0.052,1m004,lsc
NGC_6814,z,59867.516897,23.504, 0.070,1m003,coj
NGC_6814,z,59867.517905,23.035, 0.067,1m003,coj
NGC_6814,z,59868.041245,22.603, 0.050,1m005,lsc
NGC_6814,z,59868.042242,22.758, 0.050,1m005,lsc
NGC_6814,z,59868.455806,22.733, 0.059,1m003,coj
NGC_6814,z,59868.456850,23.018, 0.061,1m003,coj
NGC_6814,z,59868.948753,22.675, 0.066,1m001,tfn
NGC_6814,z,59868.949762,22.573, 0.066,1m001,tfn
NGC_6814,z,59869.038848,22.454, 0.049,1m005,lsc
NGC_6814,z,59869.039846,22.405, 0.049,1m005,lsc
NGC_6814,z,59869.871001,28.430, 0.111,1m010,cpt
NGC_6814,z,59869.872009,33.082, 0.130,1m010,cpt
NGC_6814,z,59870.003521,21.827, 0.052,1m005,lsc
NGC_6814,z,59870.004530,21.921, 0.052,1m005,lsc
NGC_6814,z,59870.831114,22.349, 0.079,1m001,tfn
NGC_6814,z,59870.832122,22.205, 0.079,1m001,tfn
NGC_6814,z,59870.865911,22.361, 0.078,1m013,cpt
NGC_6814,z,59870.866909,22.284, 0.079,1m013,cpt
NGC_6814,z,59871.100999,21.802, 0.052,1m005,lsc
NGC_6814,z,59871.101995,21.726, 0.052,1m005,lsc
NGC_6814,z,59871.872452,22.204, 0.110,1m012,cpt
NGC_6814,z,59871.873449,22.416, 0.110,1m012,cpt
NGC_6814,z,59872.774562,22.136, 0.090,1m012,cpt
NGC_6814,z,59872.775547,22.244, 0.089,1m012,cpt
NGC_6814,z,59872.925480,22.006, 0.057,1m014,tfn
NGC_6814,z,59872.926488,21.920, 0.058,1m014,tfn
NGC_6814,z,59873.159369,21.883, 0.050,1m006,elp
NGC_6814,z,59873.160366,21.691, 0.050,1m006,elp
NGC_6814,z,59873.849518,21.938, 0.083,1m010,cpt
NGC_6814,z,59873.850516,22.030, 0.083,1m010,cpt
NGC_6814,z,59874.077527,21.995, 0.049,1m006,elp
NGC_6814,z,59874.078536,22.213, 0.049,1m006,elp
NGC_6814,z,59874.136612,22.018, 0.052,1m006,elp
NGC_6814,z,59874.137621,22.069, 0.053,1m006,elp
NGC_6814,z,59874.827567,22.465, 0.143,1m010,cpt
NGC_6814,z,59874.828575,22.601, 0.133,1m010,cpt
NGC_6814,z,59874.910661,22.211, 0.067,1m014,tfn
NGC_6814,z,59874.911669,22.059, 0.066,1m014,tfn
NGC_6814,z,59875.072568,21.156, 0.048,1m008,elp
NGC_6814,z,59875.073565,21.048, 0.047,1m008,elp
NGC_6814,z,59876.083285,21.352, 0.050,1m006,elp
NGC_6814,z,59876.084293,21.161, 0.049,1m006,elp
NGC_6814,z,59876.848416,23.325, 0.352,1m012,cpt
NGC_6814,z,59877.058796,36.096, 0.112,1m008,elp
NGC_6814,z,59877.059793,35.523, 0.114,1m008,elp
NGC_6814,z,59877.843542,22.085, 0.090,1m010,cpt
NGC_6814,z,59877.844550,22.070, 0.087,1m010,cpt
NGC_6814,z,59878.399190,21.468, 0.054,1m011,coj
NGC_6814,z,59878.400187,21.192, 0.053,1m011,coj
NGC_6814,z,59878.490428,21.536, 0.102,1m011,coj
NGC_6814,z,59878.491426,22.188, 0.072,1m011,coj
NGC_6814,z,59878.757185,21.892, 0.069,1m013,cpt
NGC_6814,z,59878.758182,21.861, 0.068,1m013,cpt
NGC_6814,z,59878.847981,21.948, 0.074,1m013,cpt
NGC_6814,z,59878.848978,22.107, 0.074,1m013,cpt
NGC_6814,z,59879.150702,21.704, 0.052,1m006,elp
NGC_6814,z,59879.151711,21.650, 0.052,1m006,elp
NGC_6814,z,59879.482579,21.600, 0.056,1m011,coj
NGC_6814,z,59879.483589,21.511, 0.056,1m011,coj
NGC_6814,z,59879.785801,22.043, 0.093,1m012,cpt
NGC_6814,z,59879.786798,21.897, 0.092,1m012,cpt
NGC_6814,z,59879.827755,22.118, 0.098,1m012,cpt
NGC_6814,z,59879.828763,22.341, 0.099,1m012,cpt
NGC_6814,z,59880.103820,21.360, 0.052,1m006,elp
NGC_6814,z,59880.104817,20.867, 0.053,1m006,elp
NGC_6814,z,59880.812723,21.819, 0.071,1m013,cpt
NGC_6814,z,59880.813720,21.816, 0.072,1m013,cpt
NGC_6814,z,59881.104341,21.515, 0.052,1m006,elp
NGC_6814,z,59881.105339,21.491, 0.052,1m006,elp
NGC_6814,z,59881.414588,21.774, 0.054,1m011,coj
NGC_6814,z,59881.415597,21.648, 0.054,1m011,coj
NGC_6814,z,59885.096866,21.532, 0.052,1m006,elp
NGC_6814,z,59885.097874,21.423, 0.052,1m006,elp
NGC_6814,z,59886.117978,21.895, 0.057,1m006,elp
NGC_6814,z,59886.118975,21.751, 0.058,1m006,elp
NGC_6814,z,59886.886928,21.541, 0.059,1m014,tfn
NGC_6814,z,59886.887936,21.502, 0.059,1m014,tfn
NGC_6814,z,59887.126132,22.193, 0.062,1m006,elp
NGC_6814,z,59887.127140,22.101, 0.078,1m006,elp
NGC_6814,z,59887.413118,21.533, 0.063,1m011,coj
NGC_6814,z,59887.414115,21.434, 0.063,1m011,coj
NGC_6814,z,59887.874194,21.616, 0.061,1m014,tfn
NGC_6814,z,59887.875203,21.638, 0.061,1m014,tfn
NGC_6814,z,59887.892036,21.670, 0.062,1m014,tfn
NGC_6814,z,59887.893045,21.698, 0.062,1m014,tfn
NGC_6814,z,59888.129385,23.268, 0.070,1m008,elp
NGC_6814,z,59888.130370,23.758, 0.073,1m008,elp
NGC_6814,z,59888.405918,21.540, 0.060,1m011,coj
NGC_6814,z,59888.406915,21.755, 0.060,1m011,coj
NGC_6814,z,59889.072397,20.382, 0.052,1m004,lsc
NGC_6814,z,59889.073406,20.287, 0.074,1m004,lsc
NGC_6814,z,59889.819730,21.742, 0.063,1m014,tfn
NGC_6814,z,59889.820738,21.867, 0.061,1m014,tfn
NGC_6814,z,59890.037785,22.399, 0.154,1m009,lsc
NGC_6814,z,59890.038793,22.616, 0.228,1m009,lsc
NGC_6814,z,59890.101546,21.827, 0.053,1m008,elp
NGC_6814,z,59890.102543,21.607, 0.053,1m008,elp
NGC_6814,z,59890.886500,21.660, 0.068,1m014,tfn
NGC_6814,z,59890.887508,21.681, 0.068,1m014,tfn
NGC_6814,z,59891.122910,21.507, 0.062,1m008,elp
NGC_6814,z,59891.123895,21.503, 0.064,1m008,elp
NGC_6814,z,59891.864558,21.475, 0.062,1m014,tfn
NGC_6814,z,59891.865566,21.499, 0.062,1m014,tfn
NGC_6814,z,59892.045317,30.679, 0.074,1m009,lsc
NGC_6814,z,59892.046314,32.977, 0.079,1m009,lsc
NGC_6814,z,59892.414406,21.701, 0.061,1m003,coj
NGC_6814,z,59892.415415,21.871, 0.061,1m003,coj
NGC_6814,z,59892.456911,21.691, 0.064,1m003,coj
NGC_6814,z,59892.457977,21.770, 0.071,1m003,coj
NGC_6814,z,59892.767178,21.515, 0.082,1m013,cpt
NGC_6814,z,59892.768175,21.603, 0.081,1m013,cpt
NGC_6814,z,59893.055170,20.907, 0.060,1m009,lsc
NGC_6814,z,59893.056179,21.092, 0.054,1m009,lsc
NGC_6814,z,59893.434627,21.301, 0.794,1m003,coj
NGC_6814,z,59893.811382,20.989, 0.080,1m013,cpt
NGC_6814,z,59893.812379,21.042, 0.082,1m013,cpt
NGC_6814,z,59894.035918,21.141, 0.050,1m005,lsc
NGC_6814,z,59894.036916,21.335, 0.050,1m005,lsc
NGC_6814,z,59896.112505,22.716, 0.069,1m006,elp
NGC_6814,z,59896.113501,24.212, 0.077,1m006,elp
NGC_6814,z,59897.035683,20.998, 0.049,1m009,lsc
